year,month,alt_0,alt_1,alt_2,alt_3,alt_4,alt_5,alt_6,alt_7,alt_8,alt_9,alt_10,alt_11,alt_12,alt_13,alt_14,alt_15,alt_16,alt_17,alt_18,alt_19,alt_20,alt_21,alt_22,alt_23,alt_24,alt_25,alt_26,alt_27,alt_28,alt_29,alt_30,alt_31,alt_32,alt_33,alt_34,alt_35
2076,7,1.996991987307313e-10,3.91504105692147e-11,1.015119666208241e-11,3.1014757256705827e-12,1.0487367190522305e-12,3.807335142099623e-13,1.469944834854147e-13,6.063347206411567e-14,2.7116764659115988e-14,1.3359597505212727e-14,7.372723625576615e-15,4.586310440678685e-15,3.1702725118583276e-15,2.3695831619860224e-15,1.868904515725669e-15,1.5286313232965353e-15,1.2848791693547554e-15,1.1170075170456436e-15,1.0001473476184703e-15,9.169014432814723e-16,8.565016654282439e-16,8.120366006576037e-16,7.225352135028235e-16,6.378696226343269e-16,5.633450194768735e-16,4.969321016148585e-16,4.3798079784718456e-16,3.8725266797618656e-16,3.436108596135379e-16,3.0599794859735464e-16,2.73520950007307e-16,2.454247879728505e-16,2.2107028566600086e-16,1.9991580423585008e-16,1.8150187731730765e-16,1.654383285944644e-16
2076,8,2.0480849477717732e-10,3.982628872117739e-11,1.0261109058442822e-11,3.1148390521246045e-12,1.0457203258086257e-12,3.7680171005261985e-13,1.4447965773096842e-13,5.930547860474656e-14,2.648539421743247e-14,1.3072663976093277e-14,7.251611782750658e-15,4.54360868631326e-15,3.1609744188160055e-15,2.3701093929846954e-15,1.8686952781227487e-15,1.5236851370268034e-15,1.2740260150921832e-15,1.0995711982865588e-15,9.75911496439402e-16,8.858735147185398e-16,8.187469326361836e-16,7.676172900844487e-16,6.859929543839432e-16,6.048576209354415e-16,5.338141103449722e-16,4.708340739763145e-16,4.151618391642609e-16,3.6734017241200817e-16,3.2626330650686834e-16,2.90913259343449e-16,2.604319788238629e-16,2.340953764207117e-16,2.1129176482347554e-16,1.9150387626100532e-16,1.7429383097545152e-16,1.5929055430167402e-16
2076,9,2.234255252496117e-10,4.460380822806856e-11,1.1749688612818964e-11,3.631967555218788e-12,1.2360782329295475e-12,4.4966270913307176e-13,1.7354635929887305e-13,7.16088310888979e-14,3.217173759058322e-14,1.602757017630904e-14,8.989276048090165e-15,5.676649063266105e-15,3.952513587598238e-15,2.9444847417854814e-15,2.290980930348139e-15,1.832340973959316e-15,1.4950751271693658e-15,1.2541085104413592e-15,1.07772178696722e-15,9.435845825961898e-16,8.378158417608451e-16,7.51553548483975e-16,6.635027257582558e-16,5.85650937503596e-16,5.173205683103912e-16,4.565893438060907e-16,4.028230715099737e-16,3.5671447597836755e-16,3.1717704032330384e-16,2.8320576066116873e-16,2.5395563526969013e-16,2.2871538670026557e-16,2.0688566092442657e-16,1.87960879926267e-16,1.7151410681423368e-16,1.5718440896251656e-16
2076,10,2.380840640645002e-10,4.780855361260192e-11,1.2667087219584225e-11,3.929474609598227e-12,1.338340682891163e-12,4.86261348616111e-13,1.8736784517816096e-13,7.733292421774069e-14,3.490173714408304e-14,1.7547640937799833e-14,9.962749213747603e-15,6.361343822895091e-15,4.45372891050355e-15,3.312003695192322e-15,2.5553899848831195e-15,2.0158995619947097e-15,1.6155730082908764e-15,1.327192433852043e-15,1.1141272796296863e-15,9.504907405547389e-16,8.202460922626232e-16,7.132573524842388e-16,6.284772660189248e-16,5.556717047625015e-16,4.917095617307334e-16,4.3477846249459676e-16,3.843373744814282e-16,3.411736716884623e-16,3.0423978731964296e-16,2.725647405902664e-16,2.4533521362601644e-16,2.2186918261450673e-16,2.0159409188769653e-16,1.8402874497810133e-16,1.6876825873143514e-16,1.5547155108947796e-16
2076,11,2.493029798391346e-10,5.142740057530731e-11,1.394456738185023e-11,4.4232092243461336e-12,1.5406337624104337e-12,5.718810721492023e-13,2.2436680536606829e-13,9.364224802541588e-14,4.228529891749542e-14,2.1024266682263958e-14,1.1694300358871674e-14,7.294428692496471e-15,5.008259198390061e-15,3.676254543847788e-15,2.8157598619848114e-15,2.2136662712414227e-15,1.7721817669394737e-15,1.4572307504052624e-15,1.225879989439864e-15,1.0484448826335037e-15,9.068671715408025e-16,7.899322003335409e-16,6.970180552738219e-16,6.167947043378766e-16,5.456532357940618e-16,4.817709756197845e-16,4.247860634523064e-16,3.7585713735575026e-16,3.338660920141437e-16,2.977582029797562e-16,2.666458815027383e-16,2.3978126732113086e-16,2.165335172210999e-16,1.9636990691380948e-16,1.7884006829778024e-16,1.635628226963729e-16
2076,12,2.07240191312755e-10,3.9316817359560075e-11,9.909131971742645e-12,2.9311474518040056e-12,9.535261434189582e-13,3.322878801553579e-13,1.2390812439944504e-13,5.0269199953354045e-14,2.279737220015016e-14,1.1790321860945882e-14,6.984983798200786e-15,4.6502289814822515e-15,3.36128173560466e-15,2.5559699857099255e-15,2.0038117453309463e-15,1.601244818091798e-15,1.2991724805340676e-15,1.0828988077431706e-15,9.25045889829929e-16,8.053771642497487e-16,7.111981845694588e-16,6.34419921752211e-16,5.639057037034669e-16,5.024567792238702e-16,4.482945465611083e-16,3.9981091361638793e-16,3.5665122503430545e-16,3.1983949119237266e-16,2.8843488987280164e-16,2.615582001098192e-16,2.384798813395441e-16,2.1859383361406669e-16,2.0139586265128558e-16,1.8646598447234845e-16,1.734538723480922e-16,1.6206687910505282e-16
2077,1,2.0621648450431356e-10,3.9561498024935614e-11,1.0077661217775187e-11,3.016104009007658e-12,9.940929450139887e-13,3.5100234994066944e-13,1.3227609843222368e-13,5.389545598272918e-14,2.4308237721150713e-14,1.236629329062431e-14,7.169831265756838e-15,4.688236750945444e-15,3.354572950069844e-15,2.5424304760116073e-15,1.996392248418933e-15,1.6031629964947303e-15,1.3099535513806944e-15,1.101141606396027e-15,9.49520428908958e-16,8.35127027589922e-16,7.454730740526895e-16,6.725976106611117e-16,5.968074493539372e-16,5.300360259071874e-16,4.710754562105307e-16,4.18269588771667e-16,3.712674914220438e-16,3.311228195301018e-16,2.9683764276377836e-16,2.674775546237133e-16,2.42263799247599e-16,2.2054656137028788e-16,2.0178295951095974e-16,1.8551888300406803e-16,1.7137398497274859e-16,1.5902927263761696e-16
2077,2,2.1916146281715867e-10,4.302656528196815e-11,1.1182746469039589e-11,3.410972278260248e-12,1.1448966800933507e-12,4.109790475932796e-13,1.56917267558011e-13,6.439775480343537e-14,2.9012376022552185e-14,1.4608935992599266e-14,8.332245066515687e-15,5.357427049484916e-15,3.782854088210775e-15,2.839819889788312e-15,2.214356708579602e-15,1.7680235802641043e-15,1.4367292751083651e-15,1.200000420178885e-15,1.0269467430197982e-15,8.953439895516893e-16,7.913705342406362e-16,7.062548258407931e-16,6.246127669223662e-16,5.531931317601499e-16,4.902047040950395e-16,4.339077791812947e-16,3.838795162855326e-16,3.410873671312402e-16,3.044909979098386e-16,2.73119059279573e-16,2.461589916063046e-16,2.2293027666515566e-16,2.0286232864706722e-16,1.854761784674373e-16,1.703692800378029e-16,1.5720289485172656e-16
2077,3,2.2666681049195144e-10,4.418294014190696e-11,1.140444277826065e-11,3.449111093676591e-12,1.1453318712838525e-12,4.0635686589789994e-13,1.536037757748904e-13,6.274680177189884e-14,2.839813415693704e-14,1.451960352093419e-14,8.458455870946336e-15,5.5400078825619704e-15,3.95237031524009e-15,2.973506208273665e-15,2.3087119355635003e-15,1.826927717054793e-15,1.4666127454942715e-15,1.208264353513737e-15,1.0187369623318261e-15,8.739779197102951e-16,7.590785906519782e-16,6.646673884871685e-16,5.885262023785245e-16,5.230435600020627e-16,4.651513400244569e-16,4.1323068101296385e-16,3.6697559999572073e-16,3.2750039869834344e-16,2.938147254831031e-16,2.6498931672735913e-16,2.402506970560676e-16,2.1895429034507355e-16,2.0056228519002873e-16,1.8462538670653557e-16,1.7076775742408343e-16,1.5867458034824978e-16
2077,4,2.1581856186400576e-10,4.071795341754476e-11,1.0212555564210951e-11,3.001608918219186e-12,9.68346335549449e-13,3.34479357457761e-13,1.238924056968609e-13,5.021556411866183e-14,2.294910511082788e-14,1.2048203307857069e-14,7.259282043457455e-15,4.894560514573528e-15,3.5585363612174265e-15,2.7046601313872944e-15,2.109442629816804e-15,1.6714406944019244e-15,1.341677498168439e-15,1.1054638220716759e-15,9.328230579462784e-16,8.015606255872585e-16,6.978387541581738e-16,6.129328744322429e-16,5.457477654005303e-16,4.883698034131304e-16,4.3760387490717813e-16,3.919243568019614e-16,3.5108577887330795e-16,3.1628760114124354e-16,2.866274276045378e-16,2.6125506780571854e-16,2.39467942123339e-16,2.2068469121122193e-16,2.044236040234452e-16,1.9028496754188225e-16,1.7793661397213545e-16,1.6710207735432608e-16
2077,5,2.0002662775371248e-10,3.7279468107190945e-11,9.250286947113317e-12,2.6945527982047992e-12,8.631876048950134e-13,2.9658648720435335e-13,1.0943277306689643e-13,4.4224484608436155e-14,2.0162680056282095e-14,1.0569635099211367e-14,6.368158257510275e-15,4.301947007955683e-15,3.1406318202754067e-15,2.40240401545683e-15,1.8898352811562824e-15,1.5133456321577874e-15,1.2299819839267695e-15,1.0278250828726457e-15,8.810763974421643e-16,7.704157444958806e-16,6.837106280005615e-16,6.132360449560143e-16,5.476020034046602e-16,4.89929072609553e-16,4.389342843884004e-16,3.930803318895562e-16,3.521041340231554e-16,3.171786028731306e-16,2.874005842763071e-16,2.6192007524867643e-16,2.400343718346753e-16,2.2116177773866018e-16,2.0482010737627658e-16,1.906090912598221e-16,1.7819596373045072e-16,1.673036485039691e-16
2077,6,1.8812429821376108e-10,3.54564359957203e-11,8.885252921894255e-12,2.6213348841859183e-12,8.534281007449166e-13,2.98274557788634e-13,1.115033212765508e-13,4.517160362893696e-14,2.0310170298163555e-14,1.0341209420291364e-14,6.019253091066137e-15,3.957466727334835e-15,2.850657211469097e-15,2.1793495257590387e-15,1.7300991549405777e-15,1.4077729142035476e-15,1.1682718854626275e-15,9.999861267643606e-16,8.802870237734301e-16,7.923004025787544e-16,7.2541113241838315e-16,6.727932768633506e-16,5.989281972063849e-16,5.322416786556555e-16,4.732405666558492e-16,4.2029200775083647e-16,3.730938565912393e-16,3.327804685594654e-16,2.983524143275082e-16,2.68870552788528e-16,2.435523319750181e-16,2.2174488312809908e-16,2.029028608211203e-16,1.8657015988816907e-16,1.723648138283153e-16,1.599665104222512e-16
2077,7,1.7795943148066404e-10,3.353055243036145e-11,8.399474300390253e-12,2.4793507937550945e-12,8.084927620482694e-13,2.8319724025772173e-13,1.0608314988582468e-13,4.300857572568599e-14,1.9307698869338737e-14,9.794473164171763e-15,5.674653307854557e-15,3.7179229842745475e-15,2.676102447412947e-15,2.050620764197882e-15,1.6358555980155623e-15,1.340253589900867e-15,1.1216552836089046e-15,9.69481678222333e-16,8.627707769098992e-16,7.858417347169965e-16,7.288246609951459e-16,6.853551062995924e-16,6.130190701097671e-16,5.443007525693685e-16,4.834365431488511e-16,4.28778760938744e-16,3.800376054961734e-16,3.383795125459555e-16,3.0278396800922725e-16,2.7229044950159433e-16,2.4609734619331253e-16,2.235348565973219e-16,2.0404263962964223e-16,1.871513484106245e-16,1.7246735309788915e-16,1.596600905718619e-16
2077,8,1.7246123165813711e-10,3.157681628684821e-11,7.719497365306582e-12,2.221828222290555e-12,7.052600183943285e-13,2.4070907760935756e-13,8.838811843712733e-14,3.558401044411433e-14,1.6166877103016083e-14,8.44878324835867e-15,5.08466171439113e-15,3.4441018596194304e-15,2.5322651763627983e-15,1.958672841788411e-15,1.5635184696119501e-15,1.2745966431280438e-15,1.0578358048126684e-15,9.057503727237217e-16,7.98150428778651e-16,7.195698778996856e-16,6.602323674705718e-16,6.138484517389877e-16,5.566426482191675e-16,4.978511876224783e-16,4.456820473376588e-16,3.9862356059201546e-16,3.5648707561062295e-16,3.205713968273919e-16,2.8995489247216945e-16,2.63765240355627e-16,2.4128071064504404e-16,2.2190338427314647e-16,2.0513724075737894e-16,1.9057021039069968e-16,1.7785946103745725e-16,1.6671932715864167e-16
2077,9,1.913117429710881e-10,3.526043243137709e-11,8.665174661256712e-12,2.501623067522404e-12,7.946540743035131e-13,2.7100551394790757e-13,9.943303490003126e-14,4.007967255674441e-14,1.8297755025747747e-14,9.637789445808524e-15,5.8435665436945396e-15,3.971740862456729e-15,2.9149349582194645e-15,2.240324239297597e-15,1.7705241132797518e-15,1.4248077671933867e-15,1.1644955190093231e-15,9.799850328410176e-16,8.47221795790359e-16,7.479950109415124e-16,6.708683120416026e-16,6.085616555005493e-16,5.460441750351032e-16,4.89380152610699e-16,4.390735560622451e-16,3.936356313564063e-16,3.528957200939633e-16,3.1818334731723544e-16,2.886002805510415e-16,2.6329484199602605e-16,2.4156383829319774e-16,2.228258938852795e-16,2.0659967675901275e-16,1.9248610163468396e-16,1.801537723294558e-16,1.6932706449545e-16
2077,10,2.1134671739622247e-10,3.978199998497196e-11,9.962220681289481e-12,2.9252922226015923e-12,9.43445869190425e-13,3.259311932670606e-13,1.2075460239550977e-13,4.893056599760755e-14,2.2332308501057385e-14,1.169256651212911e-14,7.025027462900444e-15,4.729687616414601e-15,3.4395376670772596e-15,2.6181481142227544e-15,2.046973938594419e-15,1.627154661051046e-15,1.3112134292115627e-15,1.0854935845488327e-15,9.210240330428471e-16,7.962841864721907e-16,6.978615812012881e-16,6.173016646692206e-16,5.503962598011712e-16,4.924553029196604e-16,4.41097437707652e-16,3.9480978959436145e-16,3.533844486102265e-16,3.180847936114116e-16,2.8799926597394407e-16,2.622665325497018e-16,2.4017451045929724e-16,2.2113373213357618e-16,2.0465556677610775e-16,1.9033439460314094e-16,1.778330046063926e-16,1.6687062381070573e-16
2077,11,2.0817280699024303e-10,3.887683790616268e-11,9.665972062065066e-12,2.818012826131485e-12,9.023984371373753e-13,3.0976140054386826e-13,1.142439842430102e-13,4.623979700888854e-14,2.117731477745607e-14,1.1175759530199576e-14,6.776646908663346e-15,4.595239038746567e-15,3.3559390640297433e-15,2.5602191981371994e-15,2.0038549294835216e-15,1.593710293589556e-15,1.2846830058790952e-15,1.0639017588771327e-15,9.03148521453328e-16,7.813777504193517e-16,6.854438625267587e-16,6.070430059455448e-16,5.423488591211896e-16,4.864016475999949e-16,4.368166922335529e-16,3.920902671484605e-16,3.5201320517350275e-16,3.1785499510427545e-16,2.887308859994528e-16,2.638039231924404e-16,2.423834013388791e-16,2.238985329351895e-16,2.0787695991323104e-16,1.9392720067622521e-16,1.8172430028604014e-16,1.7099809009264327e-16
2077,12,1.9850246594434672e-10,3.7010392872791775e-11,9.185420047135454e-12,2.678015917981915e-12,8.593320978893944e-13,2.9584324131133497e-13,1.0930160680979643e-13,4.4144940360316506e-14,2.005704001933597e-14,1.0455256805806307e-14,6.261641257289244e-15,4.2111174006291254e-15,3.067965201357994e-15,2.347293936256147e-15,1.8500391554001514e-15,1.486176869180054e-15,1.2128648686241708e-15,1.0184884238606811e-15,8.77938698155371e-16,7.724029122396198e-16,6.900660727430615e-16,6.233951539397907e-16,5.562117224803746e-16,4.971722607935417e-16,4.449213590135497e-16,3.979158058321365e-16,3.559046168776494e-16,3.2008458071539595e-16,2.8953681614595087e-16,2.6339552384220755e-16,2.4094402677600687e-16,2.2158830939868296e-16,2.0483535766747008e-16,1.9027540907593082e-16,1.7756739441888778e-16,1.664269880894489e-16
2078,1,1.9834417428075187e-10,3.73508583258546e-11,9.356258197785979e-12,2.7585764158760978e-12,8.972743908485671e-13,3.1324136600645104e-13,1.1696000733118867e-13,4.733353566115419e-14,2.1265559775810434e-14,1.0811983016236739e-14,6.281379829273479e-15,4.121780070269523e-15,2.9626721811100303e-15,2.2584621160735514e-15,1.78633590621988e-15,1.4472641109512233e-15,1.1952039321076317e-15,1.0175499502320919e-15,8.905326753057207e-16,7.965148965652105e-16,7.244212789555441e-16,6.671485756524074e-16,5.957779630703761e-16,5.294918372395543e-16,4.708664268482032e-16,4.182707983462024e-16,3.713973545134425e-16,3.313684388628803e-16,2.9718860145987206e-16,2.679230162844403e-16,2.4279297310322518e-16,2.211490161613497e-16,2.024488248665182e-16,1.8623896861766398e-16,1.7213984077619077e-16,1.598332074759252e-16
2078,2,1.9955207683316235e-10,3.728928984285513e-11,9.276089965648846e-12,2.7145595301875277e-12,8.756508384057809e-13,3.0317633626466183e-13,1.1246389669239859e-13,4.539965112959546e-14,2.0469424024860364e-14,1.0502396107909131e-14,6.174060761557687e-15,4.0938415123968e-15,2.9616064037707956e-15,2.262636649906626e-15,1.787780702565977e-15,1.4437530251191272e-15,1.1866555241261526e-15,1.0040453691143798e-15,8.723559860109301e-16,7.740459552093381e-16,6.980512516625159e-16,6.372558984991412e-16,5.699984186861449e-16,5.06999422824316e-16,4.515259245804428e-16,4.0194422973371897e-16,3.578690082705015e-16,3.202740880970846e-16,2.882012836098379e-16,2.607573209946453e-16,2.372000134479374e-16,2.169119584306007e-16,1.9937891868854645e-16,1.8417203012646636e-16,1.709331462356864e-16,1.5936275736823463e-16
2078,3,2.166582886978492e-10,4.1862974993149054e-11,1.0722896538435039e-11,3.2227053425576515e-12,1.0650336504680078e-12,3.765381874213104e-13,1.4195342512171995e-13,5.784981259858129e-14,2.6112741249051416e-14,1.3310931191756778e-14,7.734409523596905e-15,5.0614247277597155e-15,3.616628293028325e-15,2.7316843925755455e-15,2.1338089764136277e-15,1.701865415236925e-15,1.3793071353207191e-15,1.149212847178285e-15,9.81519291051234e-16,8.542507683124338e-16,7.537489170725013e-16,6.713911297923479e-16,5.960496138751633e-16,5.296734766932533e-16,4.708938314368059e-16,4.180992824219254e-16,3.710183297754864e-16,3.308267450571507e-16,2.96523098420298e-16,2.6716510522777827e-16,2.419679573351274e-16,2.2027722088879796e-16,2.0154651644566337e-16,1.8531910788663738e-16,1.7121269968909397e-16,1.589068734014799e-16
2078,4,2.1121501917910137e-10,3.973040915972727e-11,9.942501671396702e-12,2.917327564142731e-12,9.401097568995407e-13,3.2451911860375484e-13,1.2015896905450276e-13,4.868266140524924e-14,2.223214908087603e-14,1.1655584978434675e-14,7.013848448881724e-15,4.7278525498894104e-15,3.4404317026283594e-15,2.6194108445261572e-15,2.047820725211787e-15,1.6274105087770943e-15,1.3109534341302967e-15,1.084977108209089e-15,9.204001710668445e-16,7.956050871891794e-16,6.971294341777039e-16,6.164973171330676e-16,5.499872425910598e-16,4.92358878307889e-16,4.4123356043938125e-16,3.951085890705485e-16,3.5379532218451727e-16,3.185911400599823e-16,2.885872802775282e-16,2.6292358392336785e-16,2.4088917345454354e-16,2.2189576805392434e-16,2.0545587246493106e-16,1.9116493127462112e-16,1.7868671585790904e-16,1.6774134923059782e-16
2078,5,1.8986476363427294e-10,3.45984619468099e-11,8.415679699552796e-12,2.404425364234628e-12,7.55858217192703e-13,2.5538506065734463e-13,9.310993768586465e-14,3.7495902172929314e-14,1.722283333080836e-14,9.180202650899712e-15,5.6394139918622055e-15,3.871043772597691e-15,2.8569288374846108e-15,2.2010956764013e-15,1.7404913697142986e-15,1.400049535782047e-15,1.1433901040753369e-15,9.619932900159706e-16,8.319629310255487e-16,7.351036537852767e-16,6.5999989931183245e-16,5.994002977161601e-16,5.39049292856031e-16,4.854047914519735e-16,4.3759538954226227e-16,3.9417390097797994e-16,3.5504343465857037e-16,3.2168292729259437e-16,2.9323161911700145e-16,2.688658519531437e-16,2.4790757521604204e-16,2.29797803424044e-16,2.1407501772652016e-16,2.0035757401718735e-16,1.8832936239964155e-16,1.7772810725437783e-16
2078,6,1.6414672191388546e-10,2.89875467387082e-11,6.861905663014209e-12,1.9139239553806478e-12,5.892692142201945e-13,1.957570049765648e-13,7.051794679446783e-14,2.823220084945994e-14,1.2980180194589824e-14,6.964596644903409e-15,4.3208677544799134e-15,2.9995717005958365e-15,2.2411698375272344e-15,1.7508530886728538e-15,1.406975826824027e-15,1.1532655890523332e-15,9.626227497090503e-16,8.306192688392306e-16,7.392754742550841e-16,6.745080471948595e-16,6.273931754270913e-16,5.921806393840196e-16,5.370088982089512e-16,4.849544564143503e-16,4.384493896599616e-16,3.960643084502806e-16,3.5774183794214553e-16,3.250489831175706e-16,2.971466307262233e-16,2.732270100850716e-16,2.5262619889793106e-16,2.347976900788665e-16,2.1929092351296652e-16,2.0573383372771134e-16,1.9381864992024528e-16,1.8329033201523532e-16
2078,7,1.548414759441155e-10,2.712873713909697e-11,6.377580870795263e-12,1.7701459145622707e-12,5.434046693574257e-13,1.8019239552066084e-13,6.477262739759069e-14,2.5821628053373983e-14,1.1783473598362726e-14,6.264001331950456e-15,3.8558769621409255e-15,2.6670339157190222e-15,1.9949440650708848e-15,1.566553040546109e-15,1.2694123395403018e-15,1.0519081319727791e-15,8.895362028646028e-16,7.788702753088372e-16,7.045266296542706e-16,6.543604473057896e-16,6.206733243716049e-16,5.985004905438015e-16,5.41484785349623e-16,4.87458015458859e-16,4.3930722193395023e-16,3.9558140449564617e-16,3.561822435241154e-16,3.225871782800116e-16,2.939317609650807e-16,2.693888655365776e-16,2.482772898817846e-16,2.300352051050556e-16,2.1419854268279714e-16,2.0038338402205098e-16,1.8827159895920814e-16,1.7759912384548493e-16
2078,8,1.6093424349491248e-10,2.839074510963409e-11,6.712816281190861e-12,1.8715524062788948e-12,5.763278017129003e-13,1.9150902624510284e-13,6.895869672016725e-14,2.7550874706657907e-14,1.2613211545244583e-14,6.728760733086161e-15,4.152815183013393e-15,2.874548243700596e-15,2.147095767950208e-15,1.680171295996581e-15,1.3543739679059743e-15,1.1147903269862923e-15,9.351765581520868e-16,8.114558285847292e-16,7.266591644930684e-16,6.674587689661607e-16,6.25404778246828e-16,5.950463780670783e-16,5.385582506891705e-16,4.851670399791282e-16,4.375410047350653e-16,3.9424214649940836e-16,3.551918993132531e-16,3.219018049339813e-16,2.9351279547598876e-16,2.692014676399839e-16,2.4829019841405856e-16,2.302205309585826e-16,2.145315252217156e-16,2.0084213067861805e-16,1.8883682190750872e-16,1.7825388314807182e-16
2078,9,1.806683010951609e-10,3.2446534948525466e-11,7.797432559413969e-12,2.2031612735623593e-12,6.854928394647426e-13,2.2957568649040784e-13,8.318414487162133e-14,3.342800944387879e-14,1.5395987458678966e-14,8.2540846148602e-15,5.105663396237663e-15,3.5280460920015923e-15,2.6193538195903764e-15,2.028984089053348e-15,1.6130442879446151e-15,1.3051075125094013e-15,1.0729686352215169e-15,9.102525798076995e-16,7.95032561729368e-16,7.104057575294609e-16,6.45752237139406e-16,5.943123024893002e-16,5.368742428803604e-16,4.845362475504492e-16,4.37702005956029e-16,3.949631841679864e-16,3.563025293781678e-16,3.2334556003180084e-16,2.9524254550240133e-16,2.7117399548072606e-16,2.504663500697892e-16,2.3256517929098245e-16,2.170134116997117e-16,2.0343363218598667e-16,1.9151367622994862e-16,1.8099489661188562e-16
2078,10,1.9130677996522381e-10,3.420398121748977e-11,8.181240241695354e-12,2.295158014663822e-12,7.07510510522897e-13,2.348176260141326e-13,8.468620844066297e-14,3.4193931562852883e-14,1.6013498390255123e-14,8.795978679894598e-15,5.562628358542188e-15,3.8945559115415256e-15,2.9020483847917074e-15,2.2406975379979984e-15,1.7673368545021724e-15,1.4141500609507151e-15,1.1471251538423303e-15,9.587113129550356e-16,8.238007784255702e-16,7.231921923245283e-16,6.448887332188974e-16,5.813259011057186e-16,5.268825791705111e-16,4.791743082018789e-16,4.3632572071302624e-16,3.9694389895751226e-16,3.610475835318131e-16,3.3038598306543076e-16,3.041770634500772e-16,2.8165740097187304e-16,2.622025506099428e-16,2.453009205601122e-16,2.3053266456922355e-16,2.1755261345573287e-16,2.0607646071407966e-16,1.9586957131002666e-16
2078,11,1.8747399367884048e-10,3.3140316252256214e-11,7.847557197910021e-12,2.1794215853197455e-12,6.652713493270961e-13,2.1899519924767492e-13,7.862978220477878e-14,3.1806911338671164e-14,1.5028750735837378e-14,8.363456270059382e-15,5.353575663999858e-15,3.779413578859734e-15,2.8299064164310332e-15,2.191131224000233e-15,1.7314207848739525e-15,1.3875409033143672e-15,1.1273808107059244e-15,9.442118300924297e-16,8.134987525715579e-16,7.163754923861537e-16,6.410332671343554e-16,5.800109710639009e-16,5.281366059528824e-16,4.826953936358714e-16,4.4172504405420847e-16,4.0383581472833394e-16,3.6908303368188873e-16,3.3933269135139347e-16,3.1384098484032233e-16,2.9187352716039814e-16,2.7283109333993116e-16,2.562239016737838e-16,2.4165089724257307e-16,2.2878304975829665e-16,2.1734987530333294e-16,2.071285487786131e-16
2078,12,1.7664216641893133e-10,3.103785491926743e-11,7.31181442464692e-12,2.024085200370332e-12,6.170069901709003e-13,2.0299687849543455e-13,7.277712285142678e-14,2.9306586850853956e-14,1.373383832564284e-14,7.57056617293983e-15,4.811971094223156e-15,3.388176291029555e-15,2.541111784184007e-15,1.977329890490308e-15,1.574288037090689e-15,1.2737765891301367e-15,1.046773903324072e-15,8.881101181695917e-16,7.762885550672822e-16,6.945913756348658e-16,6.324922007405266e-16,5.832783374273345e-16,5.309437159212599e-16,4.840212962834615e-16,4.4176860092677414e-16,4.0279484755234417e-16,3.671483543567566e-16,3.3665982960134186e-16,3.105627938780816e-16,2.881038952566076e-16,2.686673686051985e-16,2.5174906400857403e-16,2.3693548730288233e-16,2.2388686996411846e-16,2.1232348103786054e-16,2.0201454935809468e-16
2079,1,1.7429167135369117e-10,3.0636761612522385e-11,7.217729846422249e-12,2.002407747035133e-12,6.12893707521261e-13,2.024500571450843e-13,7.262148789485688e-14,2.9040426579092624e-14,1.3388462321814828e-14,7.221022776725014e-15,4.501412233147977e-15,3.1319549353123245e-15,2.3389556279908644e-15,1.8225410603347433e-15,1.458719422521148e-15,1.1897604624183055e-15,9.875107428578354e-16,8.468331574465534e-16,7.487058665454279e-16,6.783167342436331e-16,6.262899144117217e-16,5.865935480003612e-16,5.31751660909409e-16,4.81137007823245e-16,4.359294656794224e-16,3.94698837241522e-16,3.573772558344791e-16,3.2552567412442575e-16,2.983259992733678e-16,2.749898957376123e-16,2.548703594986163e-16,2.374355686670765e-16,2.2224767800431857e-16,2.089456071771349e-16,1.9723105860992585e-16,1.8685714881060393e-16
2079,2,1.8524143694015069e-10,3.3345218488065634e-11,8.027927514917803e-12,2.2739135403878515e-12,7.098254752710952e-13,2.3851678983751643e-13,8.659499095198213e-14,3.475550319533167e-14,1.5915616248127612e-14,8.450416033041037e-15,5.174533583829098e-15,3.549197834469398e-15,2.624297545620762e-15,2.0293591697716075e-15,1.6130975851244507e-15,1.3062620127191671e-15,1.0754278612623936e-15,9.132683082676254e-16,7.982033366637978e-16,7.136849145705381e-16,6.49284460063053e-16,5.983311423852002e-16,5.387628624798324e-16,4.848199715950699e-16,4.367900037147634e-16,3.9321857116875326e-16,3.5399162026234503e-16,3.205540256720806e-16,2.920413234542891e-16,2.676279603689635e-16,2.4663412179620865e-16,2.284992081483832e-16,2.1276024303473721e-16,1.9903427980197762e-16,1.8700405420472863e-16,1.764062745928727e-16
2079,3,2.0541201941411818e-10,3.8520066773344175e-11,9.610891962370427e-12,2.814469305256074e-12,9.061210770660394e-13,3.126836354552156e-13,1.157204351160078e-13,4.680717168612318e-14,2.1299597706398733e-14,1.1111901515638201e-14,6.6549087732569615e-15,4.472801449384187e-15,3.2538438820281627e-15,2.4827052342313672e-15,1.948953389364937e-15,1.5576125248426696e-15,1.2635582043965663e-15,1.0551522036969554e-15,9.046796940222554e-16,7.914110499415179e-16,7.024671736806271e-16,6.297570764570793e-16,5.626896423515402e-16,5.037024407635828e-16,4.510903358695337e-16,4.0339249669952877e-16,3.6053493722205813e-16,3.240093839040858e-16,2.928838573632153e-16,2.6626859615227645e-16,2.4342757104533614e-16,2.2375111623332075e-16,2.0673354393034754e-16,1.9195481429629812e-16,1.7906551277287518e-16,1.6777452809893067e-16
